bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,6006,0.5128073770491803,0.023992486338797813,0.48881489071038253,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,5636,0.49656387665198237,0.024405286343612335,0.47215859030837004,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,6160,0.5120957685593149,0.025105993848200184,0.4869897747111148,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,6407,0.5023915941347133,0.026817219477769938,0.47557437465694347,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,6087,0.47425009738994933,0.026645890144137124,0.44760420724581224,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,6101,0.46462569492041733,0.024065189246820502,0.44056050567359684,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,6228,0.4839536871551791,0.023389540756857563,0.46056414639832155,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,6342,0.48308957952468007,0.028260207190737355,0.4548293723339427,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,6201,0.4715230780929207,0.030644057486122728,0.44087902060679796,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,6295,0.4594890510948905,0.03182481751824817,0.42766423357664235,2017-04-16 11:45:52,2017-04-30 16:58:21
