bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,1831,0.1563353825136612,0.025614754098360656,0.13072062841530055,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,1872,0.1649339207048458,0.02898678414096916,0.13594713656387666,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,1993,0.16568293291212902,0.02851442347659822,0.1371685094355308,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,2053,0.16098172978906924,0.026425154865521838,0.1345565749235474,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,2085,0.16244643552785354,0.02415270744059213,0.1382937280872614,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,1904,0.14500038077831087,0.022389764679003884,0.12261061609930698,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,1979,0.15378040251767813,0.0212914756391328,0.13248892687854535,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,2183,0.16628580134064594,0.026051188299817184,0.14023461304082876,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,2121,0.16128051098775759,0.026233746483157173,0.1350467645046004,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,2180,0.1591240875912409,0.025474452554744526,0.13364963503649635,2017-04-16 11:45:52,2017-04-30 16:58:21
