bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,5104,0.43579234972677594,0.036543715846994534,0.39924863387978143,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,4795,0.4224669603524229,0.034008810572687224,0.3884581497797357,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,5183,0.4308753844874886,0.036328871892925434,0.39454651259456314,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,5463,0.42836979534227243,0.03708931231867012,0.3912804830236023,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,5237,0.4080249318270355,0.0374756525126607,0.37054927931437476,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,5183,0.3947147970451603,0.035564694235016375,0.3591501028101439,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,5164,0.40127438029372914,0.03061620949568731,0.3706581707980418,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,5442,0.41453382084095064,0.03922912858013407,0.3753046922608166,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,5328,0.4051402935138012,0.042506273287202495,0.36263402022659874,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,5439,0.397007299270073,0.04357664233576642,0.3534306569343066,2017-04-16 11:45:52,2017-04-30 16:58:21
