bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,5675,0.4845457650273224,0.036885245901639344,0.44766051912568305,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,5314,0.46819383259911895,0.03612334801762115,0.43207048458149777,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,5705,0.4742705129270929,0.03707706376257378,0.4371934491645191,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,6170,0.4838077315141535,0.037167725241119734,0.4466400062730338,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,6201,0.4831320607713284,0.03506038176860148,0.44807167900272693,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,6381,0.4859492803289925,0.03518391592414896,0.4507653644048435,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,6441,0.5005050897505634,0.03038309114927345,0.47012199860128995,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,6069,0.4622943327239488,0.0370201096892139,0.42527422303473494,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,6035,0.4589004638430538,0.042962512356474795,0.41593795148657897,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,6054,0.4418978102189781,0.04277372262773722,0.39912408759124085,2017-04-16 11:45:52,2017-04-30 16:58:21
