bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,2056,0.1755464480874317,0.01835724043715847,0.15718920765027322,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,2046,0.18026431718061675,0.01973568281938326,0.1605286343612335,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,2101,0.17466123534790923,0.021863829079724,0.15279740626818522,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,2160,0.16937191249117856,0.01795655924096291,0.15141535325021563,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,2212,0.17234125438254772,0.017062719127386054,0.15527853525516166,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,2042,0.15550986215825147,0.017363490975554032,0.13814637118269743,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,1977,0.15362499028673557,0.015541223094257518,0.13808376719247806,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,2217,0.16887568555758684,0.019119439366240096,0.14975624619134675,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,2285,0.17375104554786708,0.020454718272374724,0.15329632727549236,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,2242,0.16364963503649635,0.01970802919708029,0.14394160583941606,2017-04-16 11:45:52,2017-04-30 16:58:21
