bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,1934,0.16512978142076504,0.024419398907103824,0.1407103825136612,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,1952,0.17198237885462556,0.02854625550660793,0.1434361233480176,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,2118,0.17607448665724498,0.02626984786765317,0.14980463878959183,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,2158,0.1692150866462793,0.025405786873676783,0.1438092997726025,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,2177,0.16961433580054538,0.022126996493961822,0.14748733930658356,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,2074,0.1579468433478029,0.022770542989871297,0.1351763003579316,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,2056,0.15976377340896727,0.021136063408190225,0.13862771000077706,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,2279,0.17359841560024375,0.025670322973796466,0.1479280926264473,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,2181,0.16584290168048058,0.025321268344612576,0.140521633335868,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,2278,0.16627737226277373,0.02532846715328467,0.14094890510948904,2017-04-16 11:45:52,2017-04-30 16:58:21
