bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,7038,0.600922131147541,0.020662568306010928,0.58025956284153,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,6809,0.5999118942731277,0.022202643171806168,0.5777092511013215,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,7237,0.6016293956272342,0.022861418239255134,0.578767977387979,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,7635,0.5986826629028464,0.02321022504508743,0.5754724378577589,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,7802,0.6078691079080639,0.024698091156992598,0.5831710167510713,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,8059,0.6137384814560962,0.02178051938161602,0.5919579620744803,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,7945,0.6173750874193799,0.019581941098764474,0.5977931463206154,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,7629,0.5811243144424132,0.02490859232175503,0.5562157221206582,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,7609,0.5785871796821535,0.026461866017793323,0.5521253136643601,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,7875,0.5748175182481752,0.02875912408759124,0.546058394160584,2017-04-16 11:45:52,2017-04-30 16:58:21
