bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,4128,0.3524590163934426,0.057206284153005466,0.29525273224043713,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,4044,0.35629955947136566,0.05911894273127753,0.2971806167400881,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,4229,0.3515670463047635,0.05736137667304015,0.29420566963172334,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,4300,0.3371755665333647,0.052536658041245195,0.2846389084921195,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,4145,0.32294507206856254,0.055005843396961435,0.2679392286716011,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,4177,0.31810220089863683,0.05391820881882568,0.26418399207981114,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,4034,0.31346646981117415,0.04833320382314088,0.2651332659880333,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,4322,0.32921998781230954,0.05819622181596588,0.2710237659963437,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,4302,0.32712341266823813,0.06007147745418599,0.2670519352140522,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,4226,0.30846715328467156,0.06109489051094891,0.24737226277372262,2017-04-16 11:45:52,2017-04-30 16:58:21
