bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,2949,0.25179303278688525,0.017418032786885244,0.234375,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,2925,0.2577092511013216,0.017444933920704845,0.24026431718061675,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,3065,0.25480089783024357,0.01779034001163854,0.23701055781860503,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,3234,0.2535873912020701,0.016074649102172038,0.23751274209989806,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,3395,0.2645111024542267,0.015816127775613555,0.24869497467861318,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,3404,0.25923387403853476,0.015916533394257863,0.2433173406442769,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,3130,0.24322014142513015,0.01289921516823374,0.23032092625689643,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,3268,0.24893357708714198,0.01698659354052407,0.2319469835466179,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,3289,0.25009504980609837,0.018097483081134513,0.23199756672496388,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,3568,0.26043795620437954,0.015912408759124086,0.24452554744525548,2017-04-16 11:45:52,2017-04-30 16:58:21
