bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,2729,0.23300887978142076,0.018271857923497267,0.2147370218579235,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,2699,0.23779735682819383,0.018237885462555066,0.21955947136563878,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,2813,0.23385152548008978,0.020201180480505444,0.21365034499958432,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,3082,0.2416686269897279,0.017094017094017096,0.22457460989571082,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,2883,0.22462017919750682,0.016517335410985587,0.20810284378652122,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,2848,0.21689132587007845,0.017744269286421446,0.199147056583657,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,2754,0.21400264200792601,0.014220219131245628,0.19978242287668038,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,3053,0.23255636806825106,0.02056672760511883,0.21198964046313223,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,2996,0.22781537525663448,0.021291156566040605,0.20652421869059387,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,3010,0.2197080291970803,0.020072992700729927,0.19963503649635037,2017-04-16 11:45:52,2017-04-30 16:58:21
