bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,1402,0.09882286600408825,0.01670543455275957,0.08211743145132869,1.0,2.0,1.0
1,13068,1382,0.10575451484542393,0.02219161310070401,0.08356290174471992,3.0,6.0,4.0
2,11670,1337,0.11456726649528706,0.021422450728363324,0.09314481576692374,7.0,12.0,9.0
3,12133,1468,0.12099233495425699,0.025879831863512733,0.09511250309074425,13.0,23.0,17.0
4,12825,1643,0.1281091617933723,0.028148148148148148,0.09996101364522417,24.0,43.0,32.0
5,12177,1928,0.1583312802824998,0.03243820316991049,0.12589307711258932,44.0,74.0,59.0
6,12848,1626,0.12655666251556663,0.024050435865504358,0.10250622665006226,75.0,135.0,104.0
7,12591,2111,0.16765943928202684,0.03693114129139862,0.13072829799062824,136.0,277.0,180.0
8,13096,3205,0.24473121563836286,0.023747709224190592,0.22098350641417228,280.0,925.0,577.0
9,12063,3220,0.26693194064494735,0.04517947442593053,0.22175246621901684,981.0,2483.0,2031.0
