epoch,lr,train_loss,val_loss,val_pr_auc,val_pr_auc_positive,val_roc_auc,val_f1_macro,val_f1_negative_class,val_balanced_accuracy,elapsed_s
1,0.005,0.4372829496860504,0.8924500346183777,0.10372435721712292,0.9201762464068168,0.5411294603246609,0.08978145728679329,0.17956291457358659,0.5,0.6187721739988774
2,0.005,0.6943223476409912,0.42943280935287476,0.10245593211520096,0.9203810261813907,0.5429447424503047,0.14304027780704665,0.18359592913682624,0.5144326194637148,0.16235986600077013
3,0.005,0.4556703567504883,0.20452654361724854,0.09114053215636594,0.8956695137984014,0.4696184205630386,0.45477726985836076,0.13377618215677617,0.4812870206220558,0.16396071200142615
4,0.005,0.2622039318084717,0.217187762260437,0.098501950597619,0.9043667012193826,0.49878994910695706,0.473996646108425,0.0001592229918000159,0.49974658233126373,0.16021364599873777
5,0.005,0.2541339099407196,0.1973179578781128,0.10420346990785766,0.905690913149041,0.5120046276921093,0.48431259329672677,0.025883524141363863,0.5012050517286641,0.1588300879993767
6,0.005,0.24027518928050995,0.1447308361530304,0.1063412671722592,0.9031328896526667,0.5156946616662973,0.5061341263836525,0.09345884160983575,0.5067247143084307,0.16111071799969068
7,0.005,0.18748420476913452,0.1573116034269333,0.10131899439311634,0.9044118772913772,0.5186557112505764,0.4473467794095323,0.18438968550427762,0.5357237513480733,0.16513418199974694
8,0.005,0.16622070968151093,0.15469872951507568,0.10515778753639976,0.9129464943101294,0.5397125839047777,0.44362974652794274,0.19416892094980462,0.5498984847454941,0.1623082920013985
9,0.005,0.15797650814056396,0.13629531860351562,0.11341285719781131,0.9147544761377131,0.5568699495341508,0.5115673301050608,0.1737259923175416,0.5343002101936876,0.15971857600015937
10,0.005,0.1499742716550827,0.13728713989257812,0.1257592781277874,0.9186711168767177,0.5828494961970099,0.5211345337332532,0.2034574156170103,0.560567734316561,0.1642236040024727
11,0.005,0.1444740891456604,0.13946425914764404,0.12683890586523155,0.9193583308797709,0.585136819686393,0.4636189689228977,0.20524928785778482,0.5663383328620739,0.1647315560003335
12,0.005,0.14092569053173065,0.13662365078926086,0.12903181469275907,0.9203360935984382,0.5904360710017896,0.45570431635603437,0.20698178223004116,0.5695383099004141,0.16109559500182513
13,0.005,0.1373603492975235,0.13470937311649323,0.11744980788536044,0.9110682387020037,0.5477861688194855,0.5154025747801112,0.1796401028277635,0.5394861813557491,0.1581496729995706
14,0.005,0.13509385287761688,0.1343109905719757,0.11510182908114795,0.9103068045011236,0.5405247738817829,0.5263136891842687,0.14249448582962254,0.5254921709057749,0.15560659999755444
15,0.005,0.13398152589797974,0.13432618975639343,0.11587716218088234,0.9102816201253271,0.5415355533850146,0.5165847673700386,0.10338642169919009,0.5163686468342982,0.15459672599899932
16,0.005,0.1333387941122055,0.13445410132408142,0.12263329701584204,0.9131240127639566,0.5618419280644239,0.5319890996321286,0.154486813097085,0.5314479898938127,0.1567637010011822
17,0.005,0.1332886666059494,0.13377000391483307,0.12906335182468154,0.9205706012460648,0.5920145326143202,0.5176710788248002,0.20877431821176057,0.5663428612075354,0.1616512610016798
18,0.005,0.13362103700637817,0.13345301151275635,0.1292547279287769,0.922885934881982,0.5961770808746002,0.5063577369739928,0.21152715153891394,0.570856402691943,0.16138102200056892
19,0.005,0.13315364718437195,0.1338159143924713,0.12811467316055983,0.9202799419234626,0.5897887318006148,0.5314196349676048,0.19463859649122808,0.5526308506052459,0.15384320099838078
20,0.005,0.13243460655212402,0.13411957025527954,0.12127304215595483,0.917763734287868,0.5750853991720468,0.5263959371123724,0.14255363465944595,0.5255528816554569,0.1579109550002613
21,0.005,0.13209320604801178,0.13416825234889984,0.121126789518057,0.917418525228887,0.5742271555325626,0.521039827271696,0.1266434129326536,0.5196501092002953,0.15569307300029323
22,0.005,0.1316392868757248,0.1339474320411682,0.12616244851204272,0.923097969259749,0.5901889766099048,0.5262863081668742,0.18945872838055686,0.5483650201698158,0.1531303680021665
23,0.005,0.1320856809616089,0.13365480303764343,0.12709148479528837,0.9252232037863486,0.5956138626054159,0.4918398682367888,0.2093378849299481,0.5697788794362387,0.15839667299951543
24,0.005,0.13164155185222626,0.13330867886543274,0.126392576335049,0.9253305816673534,0.5949888198175997,0.4245330147530591,0.20718354711427447,0.5720551094082584,0.16703907999908552
25,0.005,0.13163594901561737,0.13315872848033905,0.1282850989948102,0.9254776217674455,0.5963146770896799,0.3860674243557898,0.20487258471016523,0.5697750108682921,0.16587192000224604
26,0.005,0.13176029920578003,0.13313661515712738,0.13016301336320157,0.926239753244541,0.6006189968839564,0.38737019700313013,0.20632768108308022,0.572649363513578,0.16512877299828688
27,0.005,0.1317165642976761,0.13315050303936005,0.13396996171555664,0.927468879351937,0.60748871149945,0.42013088968072576,0.21201970443349755,0.5812971743245618,0.18861109900171869
28,0.005,0.1320560723543167,0.13322627544403076,0.13956237684811407,0.9289629765249896,0.6157583902144929,0.4652147451376183,0.21903939841704095,0.5877440416675821,0.16505625499848975
29,0.005,0.131273090839386,0.13332079350948334,0.14544249745956392,0.9302999939794054,0.6240587629574477,0.5042340031519715,0.22407000599117663,0.587482674415995,0.16351826099707978
30,0.005,0.13118892908096313,0.1331859827041626,0.14590545832443458,0.9322367754595977,0.6300426592999803,0.5128244571689302,0.22840665490486217,0.5911490910195047,0.162943400999211
31,0.005,0.13150309026241302,0.13289034366607666,0.14316075945214096,0.9336587189831848,0.6315858515624175,0.4938103019530753,0.22802234339672828,0.5957774551764107,0.1637083640016499
32,0.005,0.1310710906982422,0.13262619078159332,0.1405131535424146,0.9346776249869122,0.6295849672207561,0.4564408383785297,0.2217065036131184,0.5937478925989257,0.17307931299728807
33,0.005,0.1307271271944046,0.13257189095020294,0.14251477673476257,0.9345402968062991,0.632987854942415,0.48791245712233694,0.22932150945803695,0.5993238322374976,0.16640829899915843
34,0.005,0.1310330480337143,0.13266107439994812,0.14409697926454235,0.9338842227862056,0.6335871558899784,0.5090407649676801,0.22931385682564734,0.5934769024817681,0.18839341000057175
35,0.005,0.13075074553489685,0.1328994184732437,0.14603309439368461,0.932066593967166,0.6307775017569837,0.5276194984844508,0.22980450806537764,0.5885182166103836,0.1856129100015096
36,0.005,0.13081955909729004,0.13254177570343018,0.14944592173452992,0.9336071630825042,0.6348261668791648,0.5069623427871068,0.2317151640809323,0.597494530014951,0.18745880600181408
37,0.005,0.1307201236486435,0.1318957358598709,0.14981736831426204,0.9347768197609118,0.6361040482995451,0.45472288005890893,0.225368619007386,0.6004853730062942,0.18747964700014563
38,0.005,0.13063965737819672,0.13218052685260773,0.1589419660243293,0.9330882094771009,0.641171477915635,0.5203363827372935,0.23953532660445628,0.6039823396728596,0.16353460299797007
39,0.005,0.1307341456413269,0.1324245184659958,0.16024586015791759,0.9311862613305151,0.637081311315369,0.5403280527193557,0.24008013294784528,0.5964607788956544,0.16538011900047422
40,0.005,0.13105610013008118,0.1317761391401291,0.16247407218874732,0.9333590876070299,0.6440250167188217,0.5229407228318571,0.24311059335790539,0.6080007167301269,0.16442077299871016
41,0.005,0.13022837042808533,0.13101468980312347,0.15960123323451614,0.9351906698043685,0.6460958827009083,0.48981943289499846,0.23996162594581213,0.6159625808381445,0.16917322700101067
42,0.005,0.13040147721767426,0.1310688853263855,0.16089516563929435,0.9349937731044646,0.6478440049444779,0.507964808339775,0.24302039140550158,0.6140839492033323,0.16511891600021045
43,0.005,0.12950243055820465,0.1310855597257614,0.1626388240189864,0.9344830713494275,0.6488666355523256,0.522391477454972,0.24484487503298527,0.6107466171438178,0.1629008240015537
44,0.005,0.1299128532409668,0.1317327469587326,0.167413085755617,0.9310098189780189,0.6433688360782617,0.5520520168269838,0.2478720787207872,0.6003785675771465,0.1900698290010041
45,0.005,0.13020437955856323,0.13175636529922485,0.16867336636310032,0.9296929774255911,0.6404059824477066,0.5554987933250508,0.2501639178897463,0.6012773864820726,0.1880815980002808
46,0.005,0.12962783873081207,0.13076990842819214,0.1654488420670563,0.9321695588707805,0.6465799942770996,0.5176695478905492,0.24683088447133392,0.6158165544052654,0.18988995099789463
47,0.005,0.12950123846530914,0.1303233802318573,0.16539939994315955,0.9336650882239842,0.6499790663672649,0.49859803001016606,0.2440174504394688,0.619416812361867,0.18842898900038563
48,0.005,0.13002432882785797,0.1306605488061905,0.1674463042722389,0.9337984277093488,0.65092606550768,0.5305476798507691,0.25237375498972986,0.6178432626211535,0.18559083899890538
49,0.005,0.12919026613235474,0.1311832070350647,0.16481847497479327,0.9323372920889418,0.6452791447463797,0.5467325000642126,0.25153388122891623,0.6079222873432757,0.16091652300019632
50,0.005,0.12958990037441254,0.1309906542301178,0.16190337786710116,0.9325080010631638,0.6449241094208994,0.5409484017453557,0.25090604962364094,0.6102380832824031,0.1605402229979518
51,0.005,0.12911047041416168,0.13047820329666138,0.1634299416326176,0.933518268784316,0.6478768949587619,0.5271987288411463,0.24998568565702833,0.6160305554507948,0.1620917130021553
52,0.005,0.12886172533035278,0.13039052486419678,0.1710092651342622,0.9341988054318962,0.6528717066289479,0.5362801390213964,0.25611361551043205,0.6202051904004358,0.161985968999943
53,0.005,0.12860256433486938,0.1306905746459961,0.1772010735557535,0.9339183042250818,0.6547065699836503,0.5514359953128242,0.2607349575986001,0.6175154492531778,0.16588362699985737
54,0.005,0.12856608629226685,0.13040295243263245,0.175321466227722,0.9344416260649389,0.6554760104443383,0.5374422044106654,0.2569697942155722,0.6207923587336357,0.16345839999848977
55,0.005,0.12873606383800507,0.13010406494140625,0.17090615638296558,0.9352312505020162,0.655538987996045,0.5218673542748529,0.25163422428820453,0.6211788951050081,0.18821670800025458
56,0.005,0.12840113043785095,0.13091017305850983,0.17881808015018658,0.9338849812862984,0.6547703096800526,0.5675869973054399,0.2614128083080917,0.6073671616905376,0.18446504600069602
57,0.005,0.12815740704536438,0.13109582662582397,0.17428543425517298,0.9333115399664889,0.6515987486492782,0.5713110677210484,0.25808342860493066,0.6007689388615021,0.18721383800220792
58,0.005,0.12850545346736908,0.13002817332744598,0.1719842035315444,0.9356767924788367,0.6585746509851094,0.557278983704053,0.2628738422379864,0.6165110571815717,0.1873082410020288
59,0.005,0.12860193848609924,0.129261776804924,0.1747558031846026,0.9372523657371598,0.6641903855146557,0.5462607982277842,0.2648483462569902,0.6268802608330352,0.18699750599989784
60,0.005,0.1283913552761078,0.13090457022190094,0.18342416428442196,0.9343995323816782,0.6570152542082904,0.5797924563011945,0.263687934221429,0.6009808652187569,0.16042351099895313
61,0.005,0.12825608253479004,0.1319248527288437,0.1838157717808844,0.9309219424424113,0.6435177147693025,0.5802674948116553,0.24559763129188095,0.5822528841408058,0.1666411270016397
62,0.005,0.12759500741958618,0.1299370676279068,0.16800425249766804,0.934506867342779,0.6536137014668527,0.5471209080385321,0.25691299951641977,0.6149513925673346,0.16536750099839992
63,0.005,0.12830907106399536,0.13143549859523773,0.19499811543623963,0.9339034142986681,0.6588571952719441,0.5891606837273194,0.26238617070535575,0.5921784424534609,0.16300287900230614
64,0.005,0.12756729125976562,0.13141892850399017,0.19124819099842888,0.9353177307945925,0.6635303261395453,0.5870398191636494,0.2584708109569988,0.5898808563036272,0.16073238199896878
65,0.005,0.12838536500930786,0.12963347136974335,0.18618518567584402,0.9384066058232636,0.67286755397104,0.5763258214143294,0.2746098357058614,0.617313033928854,0.16346293799870182
66,0.005,0.128114253282547,0.12849314510822296,0.18339091914957778,0.9392572439797213,0.6726613188083521,0.554316744860484,0.2686284859681534,0.6267430211502256,0.18772045299920137
67,0.005,0.12751467525959015,0.12865157425403595,0.1924602921679054,0.9398416607681215,0.6779134377495732,0.5685384487461764,0.2778019849915275,0.6285694444710977,0.18846036099785124
68,0.005,0.12689927220344543,0.12929242849349976,0.20378602773952975,0.9400686698745859,0.6827734465666548,0.5870377942729019,0.28664117715212606,0.623212435979644,0.18788828199831187
69,0.005,0.1272229701280594,0.12931488454341888,0.20715848527802044,0.9395617731171061,0.6816903867188724,0.5927203156480424,0.29182032525240315,0.6241553113353053,0.16647886000282597
70,0.005,0.1275777369737625,0.1285039782524109,0.20719607722782962,0.9401098814459745,0.6836789824413915,0.5869684414473509,0.295003367003367,0.6352651460975045,0.1651565229985863
71,0.005,0.12652213871479034,0.12910650670528412,0.20658357719941062,0.9393361546941381,0.6807660363172157,0.59445025329225,0.29575692197051423,0.6276806259983644,0.16202350199819193
72,0.005,0.1263928860425949,0.12973473966121674,0.20581089499251723,0.9391016094334834,0.6795510732017831,0.5977502240074081,0.2904542109840123,0.6165652588509576,0.16131819099973654
73,0.005,0.1262613981962204,0.13189491629600525,0.20346796523467864,0.9352768325101813,0.660162534935719,0.5931709886904108,0.25371853546910755,0.581001010645234,0.1635748609987786
74,0.005,0.12568919360637665,0.1306770145893097,0.2122975933322438,0.9387876157057843,0.6776798537221225,0.6025190898914602,0.2814425367616857,0.6002090306982131,0.16129222800009302
75,0.005,0.12634679675102234,0.1258767992258072,0.2053567213974175,0.9455481439258545,0.6991027812483621,0.5552498225692876,0.2861825668085787,0.6534694629539128,0.18988444899878232
76,0.005,0.12770162522792816,0.12660813331604004,0.21317338105138608,0.9455710898012571,0.7007112795652973,0.5816961249439984,0.2974677308109173,0.6450171867800676,0.18794442500075093
77,0.005,0.12563996016979218,0.12926557660102844,0.21797867591274583,0.9435935034039716,0.6921048559457516,0.6060757812677455,0.2960986995665222,0.6139339227378051,0.18591977100004442
78,0.005,0.12624074518680573,0.1292443871498108,0.22453898600941738,0.9442556775464133,0.6944014850325589,0.6093983839136949,0.2992602813230616,0.613790660569381,0.18547612399925129
79,0.005,0.12604498863220215,0.1274610310792923,0.23433551349287673,0.9464728367076827,0.7052920398279654,0.6079592263657656,0.3142722265932337,0.6372503339043906,0.17779652399985935
80,0.005,0.12600289285182953,0.12466125190258026,0.22883932643163782,0.9483589201948266,0.7087488101980015,0.5532075643980006,0.2877375926538394,0.6579481694476008,0.17825578699921607
81,0.005,0.12575548887252808,0.12463070452213287,0.23293003254027272,0.9487608031281081,0.7116835724511599,0.5620716320816813,0.29387439141151783,0.6599928571266256,0.18100734199833823
82,0.005,0.12543661892414093,0.12812776863574982,0.23798124820040245,0.9464153744953551,0.7063152061106498,0.615108335952365,0.3142050799623706,0.6264633869660211,0.1715397110019694
83,0.005,0.12544392049312592,0.1286451816558838,0.23418413619508227,0.9456051103172237,0.7017181270469532,0.6149190132350923,0.3086595949855352,0.618824696398451,0.16335982900272938
84,0.005,0.12713657319545746,0.12480921298265457,0.24179105948029656,0.9488986396298975,0.7159783594770082,0.586441389029345,0.31128202708441466,0.6619983013652768,0.1641916679982387
85,0.005,0.12482191622257233,0.12339656800031662,0.23432985634749867,0.9492957549110613,0.7147807595181921,0.5421312427576779,0.28461621738659737,0.662183225574008,0.19214499699955923
86,0.005,0.12520401179790497,0.12421867251396179,0.24498921506232257,0.9483049955696314,0.7154202690323238,0.5846957041012955,0.31077508233220463,0.663365776856097,0.1902403249987401
87,0.005,0.12394523620605469,0.12713685631752014,0.24459518030994723,0.9459546839698902,0.7074075245791367,0.6202357305919758,0.3276466946412602,0.6388674244036372,0.18427341899950989
88,0.005,0.1241602823138237,0.12837205827236176,0.24230125662247168,0.9446297979510582,0.70003338025492,0.6224943989928006,0.31991407430980984,0.6231595647330364,0.1862118789977103
89,0.005,0.12446156144142151,0.12541979551315308,0.25030384987382465,0.9474604892590996,0.7131644395773821,0.61695796754031,0.3317359715566548,0.6512714902376286,0.18353222299992922
90,0.005,0.12300059199333191,0.12262304872274399,0.24786560776084388,0.9493709185687699,0.7185206873264303,0.5836976709889583,0.3119257709451469,0.6666410449559363,0.18796823999946355
91,0.005,0.12418052554130554,0.12292343378067017,0.250442998170991,0.9495584288302742,0.720254206120395,0.59549494962471,0.32056590752242925,0.6657692832394224,0.16143469300004654
92,0.005,0.12266494333744049,0.12461041659116745,0.25735314867321996,0.9489023050588319,0.718546484557144,0.6211565202209103,0.3382293323354227,0.6550643702747305,0.1624860299998545
