bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,3601,0.2538239233100726,0.032283076055543806,0.2215408472545288,1.0,2.0,1.0
1,13068,4917,0.37626262626262624,0.03305785123966942,0.3432047750229568,3.0,6.0,4.0
2,11670,5183,0.4441302485004284,0.0286203941730934,0.41550985432733506,7.0,12.0,9.0
3,12133,5351,0.4410285996868046,0.035028434847111184,0.4060001648396934,13.0,23.0,17.0
4,12825,5966,0.4651851851851852,0.034853801169590644,0.43033138401559456,24.0,43.0,32.0
5,12177,6044,0.4963455695163012,0.045741972571240866,0.45060359694506036,44.0,74.0,59.0
6,12848,7100,0.5526151930261519,0.03525840597758406,0.5173567870485679,75.0,135.0,104.0
7,12591,6836,0.5429274878881741,0.037804781192915575,0.5051227066952585,136.0,277.0,180.0
8,13096,8930,0.6818875992669517,0.03711056811240073,0.644777031154551,280.0,925.0,577.0
9,12063,8392,0.6956810080411174,0.038962115559976786,0.6567188924811407,981.0,2483.0,2031.0
