bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,2340,0.16493973355889194,0.03580742933671671,0.12913230422217523,1.0,2.0,1.0
1,13068,3423,0.26193755739210284,0.03810835629017447,0.2238292011019284,3.0,6.0,4.0
2,11670,3389,0.2904027420736932,0.03581833761782348,0.2545844044558698,7.0,12.0,9.0
3,12133,3511,0.2893760817604879,0.045495755377895,0.24388032638259294,13.0,23.0,17.0
4,12825,4217,0.3288109161793372,0.04272904483430799,0.2860818713450292,24.0,43.0,32.0
5,12177,4047,0.3323478689332348,0.05904574197257124,0.2733021269606635,44.0,74.0,59.0
6,12848,4189,0.32604296388542964,0.04366438356164384,0.2823785803237858,75.0,135.0,104.0
7,12591,4469,0.3549360654435708,0.05678659359860218,0.29814947184496865,136.0,277.0,180.0
8,13096,6679,0.5100030543677458,0.0678069639584606,0.44219609040928526,280.0,925.0,577.0
9,12063,7065,0.5856752051728426,0.09533283594462405,0.4903423692282185,981.0,2483.0,2031.0
