bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,2250,0.19211065573770492,0.022882513661202187,0.16922814207650272,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,2216,0.19524229074889868,0.02378854625550661,0.17145374449339207,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,2408,0.20018289134591405,0.02660237758749688,0.17358051375841715,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,2484,0.19477769936485534,0.02305339920018819,0.17172430016466714,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,2427,0.18909232567199066,0.02197117257499026,0.1671211530970004,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,2366,0.18018429670245983,0.021171274084228163,0.15901302261823166,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,2272,0.1765482943507654,0.01872717382858031,0.15782112052218508,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,2444,0.18616697135892749,0.02315661182205972,0.16301035953686777,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,2461,0.18713405824652118,0.024712949585582844,0.16242110866093834,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,2539,0.18532846715328466,0.024233576642335768,0.1610948905109489,2017-04-16 11:45:52,2017-04-30 16:58:21
