bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,1319,0.09297243955734123,0.02290829632762388,0.07006414322971735,1.0,2.0,1.0
1,13068,1491,0.11409550045913683,0.027777777777777776,0.08631772268135904,3.0,6.0,4.0
2,11670,1303,0.11165381319622965,0.026563838903170524,0.08508997429305913,7.0,12.0,9.0
3,12133,1679,0.13838292260776394,0.028105167724388033,0.11027775488337592,13.0,23.0,17.0
4,12825,1884,0.14690058479532164,0.027056530214424952,0.11984405458089668,24.0,43.0,32.0
5,12177,2271,0.18649913771864993,0.03342366757000903,0.15307547014864087,44.0,74.0,59.0
6,12848,2520,0.19613947696139478,0.02918742216687422,0.16695205479452055,75.0,135.0,104.0
7,12591,2558,0.2031609880073068,0.03057739655309348,0.17258359145421331,136.0,277.0,180.0
8,13096,3529,0.2694715943799634,0.0339034819792303,0.23556811240073305,280.0,925.0,577.0
9,12063,3529,0.29254745917267677,0.022133797562795324,0.27041366160988145,981.0,2483.0,2031.0
