bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,2759,0.23557035519125682,0.018186475409836065,0.21738387978142076,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,2837,0.24995594713656388,0.018237885462555066,0.23171806167400882,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,2856,0.23742621996840968,0.019868650760661733,0.21755756920774794,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,3049,0.23908100054889045,0.0163098878695209,0.22277111267936955,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,2979,0.2320997273081418,0.01675107128944293,0.21534865601869888,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,3056,0.23273170360216283,0.01766811362424796,0.21506358997791486,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,3323,0.25821742171108863,0.013831688553889191,0.24438573315719947,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,3034,0.23110907982937234,0.018205362583790373,0.21290371724558196,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,2970,0.22583833928978786,0.020378678427496008,0.20545966086229184,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,3066,0.2237956204379562,0.019416058394160583,0.20437956204379562,2017-04-16 11:45:52,2017-04-30 16:58:21
