bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,1552,0.10939592584760696,0.01748079227461761,0.09191513357298936,1.0,2.0,1.0
1,13068,1605,0.12281910009182737,0.021732476277930825,0.10108662381389655,3.0,6.0,4.0
2,11670,1471,0.1260497000856898,0.019194515852613538,0.10685518423307626,7.0,12.0,9.0
3,12133,1726,0.14225665540262095,0.02307755707574384,0.1191790983268771,13.0,23.0,17.0
4,12825,2027,0.15805068226120858,0.02409356725146199,0.13395711500974658,24.0,43.0,32.0
5,12177,2222,0.18247515808491419,0.0275930032027593,0.15488215488215487,44.0,74.0,59.0
6,12848,1784,0.13885429638854296,0.02171544209215442,0.11713885429638854,75.0,135.0,104.0
7,12591,2347,0.186402986260027,0.025494400762449368,0.16090858549757764,136.0,277.0,180.0
8,13096,3241,0.2474801466096518,0.026725717776420282,0.22075442883323151,280.0,925.0,577.0
9,12063,3177,0.26336732156180054,0.032496062339384894,0.23087125922241566,981.0,2483.0,2031.0
