bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,5741,0.4046662437442729,0.026150701346302953,0.37851554239797,1.0,2.0,1.0
1,13068,6670,0.5104071013161923,0.026400367309458217,0.484006734006734,3.0,6.0,4.0
2,11670,6382,0.546872322193659,0.02579263067694944,0.5210796915167095,7.0,12.0,9.0
3,12133,6833,0.5631748124948488,0.02373691584933652,0.5394378966455122,13.0,23.0,17.0
4,12825,7752,0.6044444444444445,0.023781676413255362,0.5806627680311891,24.0,43.0,32.0
5,12177,7534,0.6187073991952041,0.03555884043688922,0.5831485587583148,44.0,74.0,59.0
6,12848,8605,0.6697540473225405,0.024439601494396015,0.6453144458281445,75.0,135.0,104.0
7,12591,7445,0.5912953697085219,0.037963624811373206,0.5533317448971488,136.0,277.0,180.0
8,13096,8082,0.6171350030543677,0.05551313378130727,0.5616218692730605,280.0,925.0,577.0
9,12063,7633,0.6327613363176656,0.04095167039708199,0.5918096659205836,981.0,2483.0,2031.0
