bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,1992,0.17008196721311475,0.02382172131147541,0.14626024590163936,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,2037,0.17947136563876653,0.025462555066079296,0.15400881057268723,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,2155,0.17915038656579932,0.02593731814780946,0.15321306841798984,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,2171,0.17023445463812437,0.023445463812436288,0.14678899082568808,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,2164,0.16860148032723024,0.022906116088819633,0.1456953642384106,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,2039,0.155281395171731,0.022389764679003884,0.13289163049272715,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,2000,0.15541223094257517,0.019504234983293185,0.135907995959282,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,2151,0.16384826325411334,0.023080438756855576,0.14076782449725778,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,2243,0.17055737206296098,0.02608166679339974,0.14447570526956124,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,2200,0.16058394160583941,0.026204379562043797,0.13437956204379561,2017-04-16 11:45:52,2017-04-30 16:58:21
