bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,3136,0.2210474377951646,0.030450412349333898,0.19059702544583068,1.0,2.0,1.0
1,13068,4726,0.3616467707376798,0.03091521273339455,0.3307315580042853,3.0,6.0,4.0
2,11670,5065,0.43401885175664096,0.02579263067694944,0.40822622107969153,7.0,12.0,9.0
3,12133,5693,0.4692161872578917,0.029176625731476138,0.44003956152641555,13.0,23.0,17.0
4,12825,6548,0.5105653021442496,0.025964912280701753,0.48460038986354775,24.0,43.0,32.0
5,12177,6328,0.5196682269853001,0.03243820316991049,0.48723002381538966,44.0,74.0,59.0
6,12848,6252,0.486612702366127,0.024906600249066,0.46170610211706103,75.0,135.0,104.0
7,12591,6528,0.5184655706456993,0.02366769915018664,0.4947978714955127,136.0,277.0,180.0
8,13096,8674,0.6623396456933415,0.021838729383017716,0.6405009163103238,280.0,925.0,577.0
9,12063,8513,0.7057116803448562,0.02055873331675371,0.6851529470281025,981.0,2483.0,2031.0
