bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,4926,0.3472192852611546,0.027842390921265947,0.31937689433988864,1.0,2.0,1.0
1,13068,5487,0.419880624426079,0.03160391796755433,0.38827670645852463,3.0,6.0,4.0
2,11670,5501,0.4713796058269066,0.026306769494430164,0.44507283633247646,7.0,12.0,9.0
3,12133,5948,0.49023324816615843,0.030412923431962415,0.459820324734196,13.0,23.0,17.0
4,12825,6404,0.4993372319688109,0.029707602339181287,0.4696296296296296,24.0,43.0,32.0
5,12177,6256,0.5137554405847089,0.0422107251375544,0.4715447154471545,44.0,74.0,59.0
6,12848,6312,0.4912826899128269,0.024906600249066,0.4663760896637609,75.0,135.0,104.0
7,12591,6439,0.5113970296243349,0.03272178540227146,0.47867524422206337,136.0,277.0,180.0
8,13096,9008,0.6878436163714111,0.023518631643249847,0.6643249847281613,280.0,925.0,577.0
9,12063,7985,0.6619414739285419,0.029760424438365247,0.6321810494901766,981.0,2483.0,2031.0
