bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,2357,0.20124658469945356,0.019723360655737706,0.18152322404371585,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,2336,0.2058149779735683,0.020616740088105726,0.18519823788546255,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,2596,0.21581178817856847,0.022861418239255134,0.19295036993931333,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,2663,0.20881361248333724,0.02101466321649808,0.18779894926683918,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,2634,0.20522010128554732,0.018776782236073236,0.1864433190494741,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,2530,0.19267382529891097,0.019952783489452442,0.17272104180945852,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,2555,0.19853912502913978,0.017173051519154558,0.18136607350998524,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,2695,0.20528641072516757,0.02094759293113955,0.18433881779402803,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,2660,0.20226598737738574,0.02136719641091932,0.18089879096646644,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,2702,0.19722627737226278,0.021532846715328468,0.1756934306569343,2017-04-16 11:45:52,2017-04-30 16:58:21
