bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,6453,0.5509733606557377,0.030225409836065573,0.5207479508196722,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,6136,0.5406167400881057,0.028898678414096917,0.5117180616740088,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,6495,0.5399451325962258,0.030592734225621414,0.5093523983706044,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,7070,0.5543793617188113,0.03136516897984788,0.5230141927389634,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,7061,0.5501363459291001,0.029684456564082588,0.5204518893650175,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,7356,0.560201050948138,0.028862995963749905,0.5313380549843881,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,7336,0.5700520630973658,0.024011189680627865,0.5460408734167379,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,6990,0.5324497257769653,0.03176416819012797,0.5006855575868373,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,7002,0.5324309938407725,0.03581476693787545,0.49661622690289714,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,7027,0.5129197080291971,0.03773722627737226,0.4751824817518248,2017-04-16 11:45:52,2017-04-30 16:58:21
