bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,1311,0.09240854303235356,0.02967505462747586,0.0627334884048777,1.0,2.0,1.0
1,13068,1603,0.1226660544842363,0.03581267217630854,0.08685338230792776,3.0,6.0,4.0
2,11670,1573,0.13479005998286203,0.03538988860325621,0.09940017137960583,7.0,12.0,9.0
3,12133,1910,0.15742190719525262,0.040220885189153545,0.11720102200609907,13.0,23.0,17.0
4,12825,2410,0.18791423001949317,0.037037037037037035,0.15087719298245614,24.0,43.0,32.0
5,12177,2680,0.22008704935534204,0.044263775971093045,0.175823273384249,44.0,74.0,59.0
6,12848,2364,0.1839975093399751,0.03767123287671233,0.14632627646326277,75.0,135.0,104.0
7,12591,3423,0.2718608529902311,0.03510443967913589,0.23675641331109523,136.0,277.0,180.0
8,13096,6183,0.472128894318876,0.03810323762981063,0.43402565668906534,280.0,925.0,577.0
9,12063,6379,0.528807096078919,0.02826825831053635,0.5005388377683827,981.0,2483.0,2031.0
