bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,1820,0.15539617486338797,0.02646857923497268,0.1289275956284153,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,1824,0.160704845814978,0.030572687224669604,0.13013215859030838,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,1955,0.16252390057361377,0.03034333693573863,0.13218056363787514,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,1991,0.15612012859719282,0.026581980710421078,0.12953814788677173,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,2027,0.1579275418776782,0.026567978184651345,0.13135956369302687,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,1821,0.1386794608179118,0.02459827888203488,0.11408118193587694,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,1806,0.14033724454114538,0.023700365218742716,0.11663687932240267,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,1997,0.1521176112126752,0.029478976234003657,0.12263863497867154,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,2033,0.15458900463843053,0.029655539502699415,0.12493346513573113,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,2048,0.14948905109489052,0.027007299270072994,0.12248175182481752,2017-04-16 11:45:52,2017-04-30 16:58:21
