bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,3589,0.30643784153005466,0.03978825136612022,0.2666495901639344,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,3371,0.2970044052863436,0.039118942731277535,0.25788546255506606,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,3800,0.31590323385152547,0.041399950120542026,0.2745032837309835,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,3938,0.30879008860660234,0.03865757076766251,0.2701325178389399,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,3697,0.2880405142189326,0.03942345149980522,0.2486170627191274,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,3684,0.2805574594471099,0.037011651816312545,0.24354580763079736,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,3686,0.2864247416271661,0.03582251923226358,0.2506022223949025,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,3855,0.2936471663619744,0.04181901279707496,0.25182815356489946,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,3777,0.287202494106912,0.04349479127062581,0.2437077028362862,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,3935,0.28722627737226275,0.04547445255474453,0.24175182481751825,2017-04-16 11:45:52,2017-04-30 16:58:21
