bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,1215,0.08564178473250159,0.01846761119334602,0.06717417353915557,1.0,2.0,1.0
1,13068,1228,0.09397000306091215,0.025252525252525252,0.0687174778083869,3.0,6.0,4.0
2,11670,1208,0.10351328191945158,0.024592973436161097,0.07892030848329049,7.0,12.0,9.0
3,12133,1348,0.11110195335036677,0.029259045578175224,0.08184290777219154,13.0,23.0,17.0
4,12825,1586,0.12366471734892788,0.0304093567251462,0.09325536062378167,24.0,43.0,32.0
5,12177,1694,0.13911472448057813,0.03662642687032931,0.10248829761024883,44.0,74.0,59.0
6,12848,1406,0.10943337484433374,0.027475093399750933,0.08195828144458281,75.0,135.0,104.0
7,12591,1830,0.14534191088873005,0.04082280994361052,0.10451910094511953,136.0,277.0,180.0
8,13096,2685,0.205024434941967,0.03367440439828955,0.17135003054367745,280.0,925.0,577.0
9,12063,2730,0.22631186272071624,0.054298267429329354,0.17201359529138688,981.0,2483.0,2031.0
