bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,1439,0.1014308874321562,0.03644181292732784,0.06498907450482837,1.0,2.0,1.0
1,13068,2154,0.16483011937557393,0.04247015610651974,0.12235996326905418,3.0,6.0,4.0
2,11670,2480,0.2125107112253642,0.037446443873179094,0.17506426735218508,7.0,12.0,9.0
3,12133,3186,0.26258963158328524,0.043682518750515126,0.21890711283277012,13.0,23.0,17.0
4,12825,3828,0.2984795321637427,0.038674463937621834,0.25980506822612087,24.0,43.0,32.0
5,12177,3720,0.3054939640305494,0.05461115217212778,0.2508828118584216,44.0,74.0,59.0
6,12848,3985,0.31016500622665005,0.037359900373599,0.27280510585305107,75.0,135.0,104.0
7,12591,4409,0.35017075688984195,0.043364307838932574,0.30680644905090937,136.0,277.0,180.0
8,13096,7331,0.5597892486255345,0.041692119731215636,0.5180971288943189,280.0,925.0,577.0
9,12063,7298,0.6049904667164056,0.04567686313520683,0.5593136035811987,981.0,2483.0,2031.0
