bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,5158,0.44040300546448086,0.04269125683060109,0.39771174863387976,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,4880,0.4299559471365639,0.04299559471365639,0.3869603524229075,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,5187,0.4312079142073323,0.04406018787929171,0.38714772632804056,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,5565,0.4363679134321336,0.0414020230533992,0.3949658903787344,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,5482,0.4271133619010518,0.039501363459291,0.3876119984417608,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,5677,0.4323356941588607,0.04173330287106847,0.3906023912877922,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,5619,0.436630662833165,0.03644416815603388,0.4001864946771311,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,5451,0.41521937842778794,0.04280926264472883,0.3724101157830591,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,5421,0.4122119990875219,0.048209261653106225,0.36400273743441564,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,5407,0.39467153284671536,0.04912408759124087,0.34554744525547443,2017-04-16 11:45:52,2017-04-30 16:58:21
