bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,1337,0.09424120673856347,0.02030027489955593,0.07394093183900755,1.0,2.0,1.0
1,13068,1416,0.10835629017447199,0.025635139271502908,0.08272115090296908,3.0,6.0,4.0
2,11670,1422,0.12185089974293059,0.02356469580119966,0.09828620394173093,7.0,12.0,9.0
3,12133,1715,0.141350037088931,0.02423143492953103,0.11711860215939998,13.0,23.0,17.0
4,12825,2086,0.16265107212475632,0.02183235867446394,0.1408187134502924,24.0,43.0,32.0
5,12177,2349,0.19290465631929046,0.02775724726944239,0.16514740904984807,44.0,74.0,59.0
6,12848,2098,0.16329389788293897,0.020158779576587797,0.14313511830635117,75.0,135.0,104.0
7,12591,2762,0.21936303708998492,0.03256294178381384,0.1868000953061711,136.0,277.0,180.0
8,13096,4322,0.33002443494196704,0.021915088576664632,0.3081093463653024,280.0,925.0,577.0
9,12063,4360,0.36143579540744425,0.012268921495482053,0.3491668739119622,981.0,2483.0,2031.0
