bin,n,n_errors,error_rate,fp_rate,fn_rate,degree_min,degree_max,degree_median
0,14187,1264,0.08909565094805104,0.01733981814337069,0.07175583280468034,1.0,2.0,1.0
1,13068,1369,0.10475971839608203,0.02356902356902357,0.08119069482705846,3.0,6.0,4.0
2,11670,1246,0.10676949443016281,0.02210796915167095,0.08466152527849186,7.0,12.0,9.0
3,12133,1500,0.12362977004862771,0.02390175554273469,0.09972801450589303,13.0,23.0,17.0
4,12825,1739,0.13559454191033138,0.02245614035087719,0.11313840155945419,24.0,43.0,32.0
5,12177,2045,0.16793955818346062,0.027510881169417755,0.14042867701404288,44.0,74.0,59.0
6,12848,1945,0.1513854296388543,0.01984744707347447,0.13153798256537982,75.0,135.0,104.0
7,12591,2262,0.1796521324755778,0.02533555714399174,0.15431657533158605,136.0,277.0,180.0
8,13096,3202,0.2445021380574221,0.02099877825290165,0.22350335980452046,280.0,925.0,577.0
9,12063,3341,0.27696261294868607,0.015419049987565282,0.2615435629611208,981.0,2483.0,2031.0
