bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,7319,0.6249146174863388,0.03184767759562841,0.5930669398907104,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,7047,0.6208810572687224,0.03251101321585903,0.5883700440528634,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,7448,0.6191703383489899,0.03067586665558234,0.5884944716934076,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,7929,0.6217360621030346,0.027130871167568415,0.5946051909354662,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,8105,0.6314764316322555,0.029450720685625244,0.6020257109466303,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,8457,0.6440484350011423,0.03076688751808697,0.6132815474830554,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,8158,0.6339264900147642,0.02711943429947937,0.6068070557152848,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,8274,0.6302559414990859,0.030316879951249237,0.5999390615478367,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,8285,0.6299901148201658,0.029047220743669683,0.600942894076496,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,8563,0.625036496350365,0.02905109489051095,0.595985401459854,2017-04-16 11:45:52,2017-04-30 16:58:21
