epoch,lr,train_loss,val_loss,val_pr_auc,val_pr_auc_positive,val_roc_auc,val_f1_macro,val_f1_negative_class,val_balanced_accuracy,elapsed_s
1,0.005,0.4469136595726013,1.1405425071716309,0.10199161162292344,0.9196396475463261,0.5359887109164478,0.08978145728679329,0.17956291457358659,0.5,0.7318349250017491
2,0.005,0.8059250116348267,0.5532515048980713,0.09526942255873704,0.9027619148881735,0.49923304755260756,0.10398097277815849,0.17912557001121812,0.49940280494166683,0.2040648570000485
3,0.005,0.4981038272380829,0.2337842881679535,0.08673981687367037,0.888577523515057,0.4446110189075345,0.40899095307343536,0.1272518784513715,0.451681410007568,0.20712422700307798
4,0.005,0.2662537693977356,0.2792188823223114,0.09771084486730196,0.9032919415821887,0.4943100482126354,0.4633211668867806,0.1313545288955125,0.48401134049150896,0.2021128399974259
5,0.005,0.272586852312088,0.2175283432006836,0.1171395874122553,0.9131450917303181,0.5561881304722361,0.34863754200991903,0.18074672907137537,0.5202201457547532,0.20956712100087316
6,0.005,0.23642709851264954,0.1440686285495758,0.11904693873041272,0.9183945044178217,0.5774090640623416,0.16506466823923346,0.1812154353786811,0.5086856726449888,0.20507173899750342
7,0.005,0.18688534200191498,0.1704171597957611,0.10329978925151542,0.911833001530844,0.5367650537998186,0.12834402020909946,0.17958106203533158,0.5020389831627015,0.20273285700022825
8,0.005,0.1769944578409195,0.16375324130058289,0.09797839765040303,0.9007586222937881,0.503659840563859,0.19176863618339823,0.17384353274604955,0.49029135564008486,0.20895435299826204
9,0.005,0.16457244753837585,0.14138993620872498,0.09919255173605143,0.9040101655087235,0.5031024863215028,0.24594056361109173,0.1770931081221979,0.5031488386717834,0.20629378899684525
10,0.005,0.15007221698760986,0.1370430290699005,0.11707608333680755,0.9100576605253388,0.5405269803853312,0.3088778745989279,0.18059662423531464,0.5165237324121079,0.20471272700160625
11,0.005,0.14714652299880981,0.13575220108032227,0.10912916236077877,0.9082510969914634,0.5276575596576,0.2580682156367633,0.1813362452336712,0.5145339044271211,0.19930759199996828
12,0.005,0.1417481154203415,0.13439494371414185,0.10394267903584618,0.9078614725745384,0.522644019701338,0.16134948618521752,0.1822733715412584,0.5114815650530403,0.20487542200135067
13,0.005,0.13753072917461395,0.1342071145772934,0.11000949260736909,0.9107761444705655,0.5422123866043067,0.184830865972893,0.18118804028868268,0.5096842743099999,0.18233210499965935
14,0.005,0.13487045466899872,0.13440878689289093,0.10552936524790801,0.9084890006264608,0.5343768457008665,0.26273658887496587,0.17930432769780008,0.5099035795180152,0.18359392099955585
15,0.005,0.13403333723545074,0.13430677354335785,0.10255507524999538,0.9076165355371065,0.5215300169191426,0.3824242967053209,0.18057705840957072,0.5231096564553976,0.1853871750026883
16,0.005,0.13304930925369263,0.13421772420406342,0.11327463158840206,0.9168681452968799,0.5610927685755787,0.2874979072458078,0.18877055340677873,0.534116765401063,0.1882169700002123
17,0.005,0.13261564075946808,0.13381646573543549,0.13040381008804194,0.9242987653938004,0.6025434539585259,0.18646369406121527,0.18518547806764354,0.5207759283804257,0.1876518089993624
18,0.005,0.13237765431404114,0.13377246260643005,0.13176692118122432,0.9257546859647147,0.6072186511006608,0.18416459594328188,0.18586511188150015,0.522566707939735,0.1819893370011414
19,0.005,0.1321740746498108,0.13321755826473236,0.13400533078526902,0.9280949617837899,0.6095446248616848,0.24296222784118093,0.19154108747765833,0.5396888974713097,0.18296439400000963
20,0.005,0.13168759644031525,0.1329558938741684,0.1409344606061353,0.9266807129720696,0.6117622629444368,0.31358536196578296,0.19512008931553385,0.5497031478312666,0.18311593600083143
21,0.005,0.1314488649368286,0.132889062166214,0.1507816484994866,0.9275474249343163,0.6182353734464381,0.3504024480190185,0.20138931579270916,0.5636318711576597,0.18306556900279247
22,0.005,0.13127079606056213,0.132660910487175,0.1560943265109479,0.9305228572191738,0.6289996173073059,0.3489562452493522,0.20487498225620018,0.5713576372825631,0.1830559939990053
23,0.005,0.13093629479408264,0.13228432834148407,0.15340056362651988,0.9346428262533375,0.638727607311535,0.3251957085014594,0.20479160460132428,0.5720814395092286,0.18609616100002313
