bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,2004,0.1711065573770492,0.025102459016393443,0.14600409836065573,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,2042,0.17991189427312776,0.026607929515418502,0.15330396475770924,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,2170,0.18039737301521325,0.027350569457145233,0.153046803558068,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,2213,0.1735277973810084,0.02556261271857602,0.14796518466243236,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,2224,0.1732761978963771,0.02399688352162057,0.14927931437475653,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,2079,0.15832762165867031,0.023075165638565227,0.1352524560201051,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,2011,0.15626699821275936,0.020359002253477348,0.135907995959282,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,2200,0.1675807434491164,0.02376599634369287,0.14381474710542352,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,2254,0.17139381035662687,0.02783058322561022,0.14356322713101666,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,2202,0.16072992700729927,0.026204379562043797,0.13452554744525547,2017-04-16 11:45:52,2017-04-30 16:58:21
