bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,6247,0.53338456284153,0.02706625683060109,0.506318306010929,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,5995,0.5281938325991189,0.028105726872246696,0.5000881057268722,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,6520,0.542023443345249,0.029927674785933993,0.5120957685593149,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,6717,0.5266996000940956,0.029561671763506627,0.4971379283305889,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,6638,0.5171795870666147,0.02843786521231009,0.48874172185430464,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,6507,0.49554489376285127,0.025969080801157566,0.4695758129616937,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,6635,0.5155800761519932,0.02416660191157044,0.4914134742404227,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,6960,0.5301645338208409,0.02993601462522852,0.5002285191956124,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,6874,0.5226978936962968,0.033077332522241654,0.4896205611740552,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,7040,0.5138686131386861,0.03,0.4838686131386861,2017-04-16 11:45:52,2017-04-30 16:58:21
