bin,n,n_errors,error_rate,fp_rate,fn_rate,time_min,time_max
0,11712,6097,0.5205771857923497,0.029030054644808744,0.491547131147541,2016-12-09 12:49:59,2016-12-23 18:02:45
1,11350,5829,0.513568281938326,0.02898678414096916,0.4845814977973568,2016-12-23 18:04:49,2017-01-06 22:58:19
2,12029,6304,0.5240668384736886,0.031590323385152545,0.492476515088536,2017-01-06 23:18:19,2017-01-21 04:22:10
3,12753,6487,0.508664627930683,0.029796910530855484,0.4788677173998275,2017-01-21 04:29:00,2017-02-04 09:39:50
4,12835,6462,0.5034670821971172,0.029450720685625244,0.474016361511492,2017-02-04 09:42:39,2017-02-18 14:52:35
5,13131,6347,0.48335998781509404,0.028329906328535527,0.45503008148655855,2017-02-18 14:55:51,2017-03-04 20:05:26
6,12869,6459,0.5019037998290465,0.024788250835340742,0.4771155489937058,2017-03-04 20:11:23,2017-03-19 01:16:28
7,13128,6735,0.5130255941499086,0.031230956733698963,0.48179463741620965,2017-03-19 01:20:31,2017-04-02 06:31:52
8,13151,6679,0.5078701239449471,0.032697133297848076,0.47517299064709906,2017-04-02 06:35:23,2017-04-16 11:44:45
9,13700,6867,0.5012408759124087,0.032116788321167884,0.46912408759124086,2017-04-16 11:45:52,2017-04-30 16:58:21
